Edge_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
lh_entorhinal <-> rh_caudalmiddlefrontal,7.420474782842434e-07,-3.1327410491439687e-08,2.292043905975415e-06,-0.013608519980927877
cc_mid_anterior <-> rh_precentral,7.308756224606117e-07,-3.509356167727604e-08,8.66483553253135e-07,-0.040039041858827396
optic_chiasm <-> rh_supramarginal,7.281080678190567e-07,-4.63783360366031e-08,1.1210256282171343e-06,-0.04100555715055768
lh_frontalpole <-> lh_pericalcarine,7.260734298980741e-07,-1.1171472330876865e-07,9.303037789723738e-06,-0.011995519166907895
lh_lateraloccipital <-> right_lateral_ventricle,7.25332119214158e-07,-3.946699809561725e-08,1.7550790779697894e-06,-0.02235990363729911
left_vessel <-> rh_caudalanteriorcingulate,7.24069647388534e-07,-4.375096708881302e-08,3.829115846588839e-06,-0.011396104946321681
lh_entorhinal <-> lh_superiorfrontal,7.21749258071972e-07,-2.4527195972029438e-08,1.7506039299220595e-06,-0.013931126447681642
lh_lateraloccipital <-> rh_frontalpole,7.217061154099948e-07,-3.227762211397564e-08,2.4777572430355832e-06,-0.012974586730411929
optic_chiasm <-> rh_parstriangularis,7.136842710769635e-07,-7.798905361241009e-08,2.6856544437425688e-06,-0.02893139875307324
left_accumbens_area <-> lh_postcentral,7.06701023646462e-07,-2.3336405018795964e-08,1.5817998068233315e-06,-0.014660389402463343
lh_frontalpole <-> lh_lateraloccipital,6.921307298656491e-07,-8.069421178465865e-08,6.85543590794882e-06,-0.011753690933336175
rh_entorhinal <-> rh_superiorfrontal,6.878394584801379e-07,-1.2489561735702944e-08,1.2009070272046775e-06,-0.0103142202127066
left_vessel <-> lh_caudalanteriorcingulate,6.809539841883686e-07,-3.3603631537795246e-09,3.1374814855782966e-07,-0.010379559446899132
lh_lateralorbitofrontal <-> lh_pericalcarine,6.732299622157019e-07,-4.8288301033499784e-08,3.5572379426835406e-06,-0.013536607820776248
cc_mid_anterior <-> right_lateral_ventricle,6.731564840652964e-07,-1.3743480540883508e-08,6.828152450681242e-07,-0.019837150869178866
lh_caudalanteriorcingulate <-> lh_entorhinal,6.72691171516089e-07,-7.831923822585188e-09,6.417455664307889e-07,-0.012016842501094154
cc_anterior <-> lh_superiorparietal,6.634568775533906e-07,-1.759128123171302e-07,1.4541729378324753e-05,-0.012088790805796439
lh_parahippocampal <-> rh_caudalanteriorcingulate,6.625497146087105e-07,-5.5004754958694173e-08,5.228686818365252e-06,-0.010499721946703157
lh_bankssts <-> rh_superiorfrontal,6.597761748421507e-07,-2.5873189169076075e-08,1.5459920715311333e-06,-0.01662809833189975
lh_pericalcarine <-> rh_frontalpole,6.574053239088475e-07,-5.577236714740457e-09,4.736687297119526e-07,-0.011531108736473337
left_cerebral_white_matter <-> rh_lateraloccipital,6.549957323440342e-07,-2.6266235428538013e-08,1.316132284243965e-06,-0.019806648055109025
left_accumbens_area <-> lh_supramarginal,6.544043046199277e-07,-4.285703062338728e-08,2.843497116588286e-06,-0.01501912526010478
lh_lateraloccipital <-> lh_lateralorbitofrontal,6.498651439527806e-07,-8.405466023375455e-08,7.008919797279679e-06,-0.011975441045263347
rh_cuneus <-> rh_superiorfrontal,6.376748691902887e-07,-6.529486435747092e-08,5.789167104201984e-06,-0.01125935210767755
optic_chiasm <-> rh_corpuscallosum,6.353336466782167e-07,-3.715954941937484e-08,1.0849701978950315e-06,-0.033936585206437844
lh_cuneus <-> lh_lateralorbitofrontal,6.317661541416282e-07,-2.265660509308135e-08,1.962016161240317e-06,-0.011489056498822646
left_vessel <-> lh_supramarginal,6.298885624731357e-07,-1.4433400529687781e-08,9.497860440131336e-07,-0.015038143781855487
left_accumbens_area <-> lh_precentral,6.194252116927359e-07,-1.1446522001989132e-08,9.102551282689342e-07,-0.012438422400884481
lh_pericalcarine <-> rh_superiorfrontal,6.192371256602609e-07,-1.5151566035944264e-07,1.2832670754783956e-05,-0.011797831093894729
lh_precentral <-> optic_chiasm,6.120525847859234e-07,-1.0608605203730001e-07,5.3263682946040005e-06,-0.019879822040126338
rh_lateraloccipital <-> rh_rostralmiddlefrontal,6.086588155133239e-07,-3.168323312946038e-08,2.3014429237939156e-06,-0.013707123287931642
left_vessel <-> lh_transversetemporal,6.023903410347599e-07,-2.1593970027331392e-08,1.6695429401563798e-06,-0.012857051469800951
optic_chiasm <-> wm_hypointensities,6.012592571067846e-07,-5.3721799157942404e-08,2.039751128130925e-06,-0.026208937475706563
lh_cuneus <-> rh_superiorfrontal,5.968582659607386e-07,-1.3658272549201515e-08,1.1680247635468201e-06,-0.011594215140332806
left_amygdala <-> right_cerebral_white_matter,5.966256764492094e-07,-5.643541856558618e-08,2.9429496700895553e-06,-0.019111540957579085
cc_anterior <-> lh_inferiorparietal,5.925486972541825e-07,-6.369145255147936e-09,4.2895528112045304e-07,-0.014509781586157039
left_amygdala <-> right_lateral_ventricle,5.902576010731614e-07,-7.119323671247191e-08,5.1722064119155705e-06,-0.013738016407215198
left_accumbens_area <-> lh_transversetemporal,5.861586938640068e-07,-1.977580477069522e-09,1.5634533928621556e-07,-0.011888403279318071
optic_chiasm <-> rh_caudalmiddlefrontal,5.836478953888422e-07,-7.84585020885492e-08,3.935385389295438e-06,-0.019886144025732355
left_amygdala <-> rh_postcentral,5.71886344011566e-07,-4.875003621991494e-08,3.3235438501753926e-06,-0.014624087280972765
cc_anterior <-> right_pallidum,5.718412007247046e-07,-1.1478846999183289e-08,1.0094983060622046e-06,-0.011259309535805064
lh_lateralorbitofrontal <-> rh_lateraloccipital,5.659109733640125e-07,-4.848473391927067e-08,3.5832311493140604e-06,-0.013493352335133322
lh_temporalpole <-> rh_caudalanteriorcingulate,5.658003626866742e-07,-2.906331749612365e-08,2.0237495937787477e-06,-0.014290509306076084
lh_parsorbitalis <-> rh_superiorparietal,5.65764637473458e-07,-6.001583475150806e-08,4.384153619376048e-06,-0.013658110287011329
lh_superiorfrontal <-> rh_superiorparietal,5.649703332908141e-07,-3.059006269756886e-08,2.441877791197206e-06,-0.012476177567819277
lh_lateraloccipital <-> right_caudate,5.604235538411582e-07,-4.0575912168294327e-08,2.0120055204905495e-06,-0.020067161912817325
cc_mid_anterior <-> rh_postcentral,5.602543366888411e-07,-4.9376601725677876e-08,2.99485298283792e-06,-0.01643228537558745
rh_rostralmiddlefrontal <-> rh_superiorparietal,5.539840877083002e-07,-9.581856838373532e-08,4.575449936368886e-06,-0.020896219501550566
lh_postcentral <-> optic_chiasm,5.474669916113953e-07,-3.8500632827078284e-08,1.4951097167891943e-06,-0.025579951014608117
lh_lateraloccipital <-> lh_superiorfrontal,5.448499834255415e-07,-2.9079353594581933e-08,2.3778172443058884e-06,-0.012178215759152445
left_cerebral_white_matter <-> rh_inferiorparietal,5.432633213565615e-07,-6.210292595282835e-09,3.704571716831421e-07,-0.016323237035612993
left_pallidum <-> lh_postcentral,5.409231018487442e-07,-4.395523735784396e-08,2.6323767718451683e-06,-0.016634734995475336
csf <-> lh_lateraloccipital,5.351071109984406e-07,-2.8526593935313752e-08,1.4683142603366416e-06,-0.019296704835153035
optic_chiasm <-> rh_rostralmiddlefrontal,5.218764913996197e-07,-3.646654483315745e-08,1.2514067068130688e-06,-0.028909426782175437
lh_parsorbitalis <-> rh_cuneus,5.197346837242511e-07,-1.773769285575278e-08,1.5942886132212003e-06,-0.011056422584797774
cc_mid_posterior <-> rh_caudalanteriorcingulate,5.140106290564597e-07,-2.0230605155480224e-08,1.7943063183828154e-06,-0.011212400549377196
lh_inferiorparietal <-> lh_lateralorbitofrontal,5.119197213454843e-07,-2.1572690754854978e-08,1.5993864833655223e-06,-0.013404294728350474
rh_frontalpole <-> rh_lateraloccipital,5.026754687730687e-07,-4.510173335016145e-08,4.585628867844077e-06,-0.009814050404666333
rh_lateralorbitofrontal <-> rh_superiorparietal,5.02046973186741e-07,-6.48299867307112e-09,4.762682123243127e-07,-0.013332145735134616
optic_chiasm <-> rh_frontalpole,5.00292721194798e-07,-2.2775977720345023e-09,3.0872968135098424e-07,-0.007145860286310824
fourth_ventricle <-> right_vessel,4.988609185127214e-07,-7.545712018910519e-10,2.3469280296793837e-07,-0.0030837490630646865
left_vessel <-> right_lateral_ventricle,4.983734801923031e-07,-2.4229463261051283e-08,1.3388550312221533e-06,-0.01796298542112251
left_accumbens_area <-> rh_inferiorparietal,4.965946407378737e-07,-3.5416084910864375e-08,1.4184772241215865e-06,-0.024792894358286174
rh_lateraloccipital <-> rh_rostralanteriorcingulate,4.954728872545966e-07,-1.626243240412513e-08,9.561926170395046e-07,-0.016831460018763744
optic_chiasm <-> rh_fusiform,4.904186510154094e-07,-5.421176776455773e-08,1.2870164989642429e-06,-0.04179728462039579
csf <-> rh_inferiorparietal,4.897738730708485e-07,-1.6042585842861452e-08,9.29350853061627e-07,-0.01707837469947873
rh_rostralmiddlefrontal <-> rh_transversetemporal,4.875086900161538e-07,-1.2913581235551738e-08,9.697425498788465e-07,-0.013180586305196822
lh_entorhinal <-> lh_postcentral,4.858643665605636e-07,-1.6631740642006934e-08,1.5226360965168276e-06,-0.010851721866531366
lh_lateraloccipital <-> rh_medialorbitofrontal,4.834366732994952e-07,-4.4282507759717066e-09,2.457804064410128e-07,-0.01731270521298876
lh_lingual <-> optic_chiasm,4.830846380439505e-07,-6.840501136839734e-08,1.7492233313437143e-06,-0.03888364265618785
rh_fusiform <-> rh_superiorparietal,4.780539937529669e-07,-3.5748391469996486e-08,1.406738057074369e-06,-0.02523288711804538
lh_pericalcarine <-> rh_caudalanteriorcingulate,4.772777190120994e-07,-9.087421885618e-08,9.369472649312527e-06,-0.009688627735679859
cc_mid_anterior <-> lh_superiorfrontal,4.771858923542945e-07,-2.746175979984014e-08,1.477966568007357e-06,-0.01845589839872287
rh_caudalanteriorcingulate <-> right_pallidum,4.7385021809497274e-07,-2.539029535217705e-08,2.6224568856548565e-06,-0.009645094470696676
left_pallidum <-> rh_superiorfrontal,4.73548236472909e-07,-6.428937933813076e-08,5.625740080999973e-06,-0.011407442219500588
left_accumbens_area <-> rh_lateraloccipital,4.707677370906107e-07,-1.3752055916000129e-08,5.509566897943375e-07,-0.02451536128580982
lh_lateraloccipital <-> rh_lateralorbitofrontal,4.7060254256954374e-07,-9.7742960780689e-09,7.31773931747993e-07,-0.013176920433204946
optic_chiasm <-> rh_postcentral,4.622042155126982e-07,-2.7345526208632106e-08,1.04293348086492e-06,-0.02597080129522469
left_inf_lat_vent <-> right_cerebral_white_matter,4.619683795340705e-07,-5.778916031516329e-09,2.7835211622274717e-07,-0.020041177804473655
lh_entorhinal <-> rh_caudalanteriorcingulate,4.5720264444960133e-07,-1.8480498466032158e-08,1.5161928166196162e-06,-0.012108888382114685
lh_cuneus <-> right_lateral_ventricle,4.4932941617868177e-07,-7.75321490405134e-09,5.531249795226735e-07,-0.013768195668789661
left_accumbens_area <-> rh_superiorfrontal,4.482586577195049e-07,-1.4356779496241392e-08,9.084309619422776e-07,-0.01563185486024991
left_amygdala <-> rh_precentral,4.4597334189678164e-07,-2.3206675281398132e-08,1.7808812206289364e-06,-0.01295824369259298
right_cerebellum_cortex <-> right_vessel,4.4099173244474224e-07,1.681187693415165e-08,1.7641216328995904e-06,0.009476169289855648
optic_chiasm <-> rh_lingual,4.3788997350848676e-07,-1.6582761039319478e-08,1.893380997267495e-06,-0.008712265732990814
rh_cuneus <-> rh_frontalpole,4.3715573966788514e-07,-2.363258613355266e-09,2.1025333853085715e-07,-0.010729728907260932
cc_mid_anterior <-> rh_frontalpole,4.317523450438466e-07,-2.7527575264362504e-08,3.097298774260467e-06,-0.008859004963535904
rh_lateraloccipital <-> wm_hypointensities,4.3127434452702555e-07,-3.9611943802489916e-08,1.964990771648878e-06,-0.020056774123262736
left_amygdala <-> rh_rostralmiddlefrontal,4.3065720249815943e-07,-5.139388014622336e-09,7.407379095846443e-07,-0.006845781928697021
cc_anterior <-> lh_lateralorbitofrontal,4.284848129503424e-07,-2.606446453092019e-09,1.0194777484379327e-07,-0.023282699961914684
right_cerebellum_white_matter <-> right_vessel,4.2752166815246844e-07,1.6422687379207982e-08,1.7232780143121939e-06,0.009474929724834073
optic_chiasm <-> right_choroid_plexus,4.1951026845834874e-07,-8.129702721643753e-08,2.481111334436134e-06,-0.03263484296852562
lh_superiorfrontal <-> rh_cuneus,4.187109436366194e-07,-6.03985131884285e-08,6.229889830098572e-06,-0.009679419802749048
cc_central <-> lh_superiorfrontal,4.176945132484066e-07,-1.902843748794454e-08,1.2068353804642662e-06,-0.015637643179543737
lh_frontalpole <-> right_accumbens_area,4.160789481358392e-07,4.858219449288132e-10,5.5845147847886656e-08,0.007378249739086977
lh_lateralorbitofrontal <-> rh_transversetemporal,4.121804032441834e-07,-6.151295887272876e-08,6.165976875498367e-06,-0.009960037110366448
optic_chiasm <-> rh_lateraloccipital,4.11775758761801e-07,-1.629637206985133e-08,1.6310464295299998e-06,-0.009930475930847768
left_amygdala <-> lh_frontalpole,4.0776914494521685e-07,-1.1749240253037954e-08,9.181853866120863e-07,-0.012658290490785628
rh_corpuscallosum <-> rh_entorhinal,4.024615512917472e-07,-2.2045755108088292e-08,1.964258390914212e-06,-0.011166600688919778
optic_chiasm <-> right_thalamus,3.9763639478102997e-07,-5.115394902825153e-08,1.8966283616279128e-06,-0.02682953325239293
rh_superiorparietal <-> wm_hypointensities,3.9177965901517005e-07,-4.28662678966723e-08,2.2049807105560523e-06,-0.019352885418993597
lh_entorhinal <-> rh_corpuscallosum,3.896167046232971e-07,-1.8397961334512413e-08,8.091274586682682e-07,-0.022460437798561522
optic_chiasm <-> rh_inferiortemporal,3.8898391429047173e-07,-2.2559812067135783e-08,1.6270919589876528e-06,-0.013780418346863272
left_vessel <-> right_caudate,3.8677833830395564e-07,-4.767519472570439e-08,3.065346944084093e-06,-0.015502379273797067
cc_anterior <-> rh_lateraloccipital,3.8424990034723853e-07,-1.6299088007189028e-08,1.0199448331920116e-06,-0.0158252048866295
lh_parstriangularis <-> rh_corpuscallosum,3.8307500556436095e-07,-1.7534228193073332e-08,1.6361985049072294e-06,-0.010651344987135354
lh_corpuscallosum <-> optic_chiasm,3.7880611221867873e-07,-4.3197539632724085e-08,2.5489595281679393e-06,-0.016880899895924076
lh_lingual <-> rh_superiorparietal,3.7469758102618264e-07,-3.588751075005414e-08,1.0030548132862637e-06,-0.03542504342251542
cc_mid_anterior <-> right_cerebral_white_matter,3.744521910846075e-07,-3.211887337185885e-08,8.316917570235037e-07,-0.038159900110512734
cc_mid_anterior <-> rh_parstriangularis,3.7305333456734515e-07,-2.7059273360157753e-08,1.4043246604419396e-06,-0.019132292688513568
lh_superiorparietal <-> rh_fusiform,3.7268826429088084e-07,-1.9776110879765897e-08,1.2983679067113586e-06,-0.015115099337367606
right_accumbens_area <-> right_lateral_ventricle,3.6986075297283167e-07,-1.1890553813475148e-08,4.823984695195833e-07,-0.02414823471136367
lh_unknown <-> rh_lateraloccipital,3.6955589228881855e-07,-1.6133992375308594e-08,7.45492740258306e-07,-0.02135558889658201
rh_inferiortemporal <-> rh_lateraloccipital,3.68486060223019e-07,-2.5794963047867544e-08,8.613941515613141e-07,-0.029601946491894175
left_cerebral_white_matter <-> lh_bankssts,3.6624874994490385e-07,-2.0973961800965417e-08,2.166992543410379e-06,-0.009634374662629092
lh_rostralanteriorcingulate <-> right_lateral_ventricle,3.6201831558037325e-07,-1.258888954528826e-08,1.229633002438451e-06,-0.010155335910325856
left_lateral_ventricle <-> optic_chiasm,3.606448085228041e-07,-1.765577882301742e-08,7.617866906977571e-07,-0.022876500768697086
cc_mid_anterior <-> rh_inferiortemporal,3.5593496573320553e-07,-2.425205044556688e-08,1.1777023784543706e-06,-0.020419299384688908
lh_lateraloccipital <-> rh_corpuscallosum,3.534776490380111e-07,-2.4402236537053513e-08,7.46935037914731e-07,-0.03223821770000087
lh_bankssts <-> rh_corpuscallosum,3.524293012138133e-07,-3.840407704207122e-08,3.514162571488612e-06,-0.010897362497624302
cc_mid_anterior <-> rh_rostralanteriorcingulate,3.503434716227017e-07,-4.743741559956116e-08,3.6934043928827145e-06,-0.012809137368505434
rh_caudalanteriorcingulate <-> rh_superiorparietal,3.4807901531617353e-07,-3.2634506598695125e-08,2.2365891554016533e-06,-0.014526245940531398
lh_corpuscallosum <-> rh_lateraloccipital,3.4728930982200086e-07,-1.5317274493303785e-08,8.320598745982207e-07,-0.01819024389520074
lh_superiorparietal <-> right_lateral_ventricle,3.4174174606332103e-07,-2.2697065747134483e-08,7.82213095254658e-07,-0.028650202682951712
rh_lateraloccipital <-> right_cerebral_white_matter,3.416506097495944e-07,-2.8328089939509502e-08,1.0165368352169192e-06,-0.02759578513665654
rh_superiorparietal <-> right_cerebral_white_matter,3.3864408912487487e-07,-2.996761201212977e-08,9.069128225576955e-07,-0.03268316384597632
rh_rostralmiddlefrontal <-> right_inf_lat_vent,3.3766601697908716e-07,-3.217907155720507e-08,1.3734224164330293e-06,-0.023260481523911206
rh_superiorfrontal <-> right_inf_lat_vent,3.3734932146067153e-07,-1.0397547678772188e-08,6.508550208877971e-07,-0.015733477616322034
lh_entorhinal <-> rh_precentral,3.363515710437198e-07,-2.3360104695973017e-08,2.1510960335441792e-06,-0.010809378358657503
rh_superiorparietal <-> right_lateral_ventricle,3.340370702080384e-07,-6.302566417424052e-08,2.709380168760388e-06,-0.02317648150055105
left_ventraldc <-> rh_superiorfrontal,3.336815568937038e-07,-1.670392161535679e-08,1.411538480338948e-06,-0.011750594054530238
rh_corpuscallosum <-> rh_lateraloccipital,3.323774037502569e-07,-2.3987406128962307e-08,1.0670816830665078e-06,-0.02227074000615154
left_lateral_ventricle <-> rh_entorhinal,3.2747798435996524e-07,-5.773571963922553e-09,4.837090491301053e-07,-0.011694280212395023
rh_corpuscallosum <-> rh_superiorparietal,3.2707829319740123e-07,-2.6779922328296422e-08,1.6418917233697846e-06,-0.016211669293715324
left_lateral_ventricle <-> lh_bankssts,3.252802798670018e-07,-6.209486099909853e-08,6.427963517991316e-06,-0.009645109175528927
rh_fusiform <-> rh_lateraloccipital,3.248096229879053e-07,-5.0019195137139265e-08,1.443666127677175e-06,-0.03440899817695096
left_inf_lat_vent <-> rh_rostralanteriorcingulate,3.246148852934376e-07,-4.92882941169285e-09,3.504297571484172e-07,-0.013674868164848177
lh_transversetemporal <-> rh_corpuscallosum,3.238656381611857e-07,-1.4175156151330069e-08,1.492658389611626e-06,-0.009433385691204074
optic_chiasm <-> rh_transversetemporal,3.2184933330993036e-07,-8.360593426671737e-08,5.138790908220632e-06,-0.016237974265614664
lh_caudalanteriorcingulate <-> lh_superiorfrontal,3.199836063505698e-07,-6.646073395824871e-09,5.168980998171226e-07,-0.012613583913344176
lh_superiorparietal <-> rh_lingual,3.190063509896241e-07,-1.7562931675028317e-08,1.1683223176605657e-06,-0.014905031850621026
cc_mid_anterior <-> lh_parsorbitalis,3.18743213899313e-07,-1.2230131122235923e-08,1.3180438706098834e-06,-0.009209131861449296
cc_mid_anterior <-> rh_superiorfrontal,3.183508525173101e-07,-2.1435672913420933e-08,1.5018677304853213e-06,-0.014178272663138274
cc_central <-> rh_lateraloccipital,3.1614553792253454e-07,-1.3023603692946923e-08,8.871073944780482e-07,-0.014517329556205775
lh_pericalcarine <-> right_caudate,3.1596505742656813e-07,-6.916325964413355e-08,5.559050385189957e-06,-0.012419219590482198
left_lateral_ventricle <-> right_pallidum,3.153072499485001e-07,-3.3627194798168518e-09,3.424375080277526e-07,-0.009541321236308523
rh_parstriangularis <-> right_accumbens_area,3.146363806883974e-07,-3.600875837090309e-08,3.3202340311262976e-06,-0.010812681041135357
rh_bankssts <-> rh_superiorfrontal,3.142065437742705e-07,-3.548094098381098e-08,3.06279952998271e-06,-0.01154678026913478
lh_transversetemporal <-> optic_chiasm,3.133680359329989e-07,-2.506534225628484e-08,1.0636414868279127e-06,-0.02334610068985012
lh_transversetemporal <-> rh_superiorfrontal,3.125339986064056e-07,-3.993771133196304e-09,3.454464098030519e-07,-0.011235930432970751
csf <-> rh_superiorfrontal,3.121504364392759e-07,-1.3059292779921855e-09,1.6942074772101512e-07,-0.007278585640623908
rh_pericalcarine <-> right_lateral_ventricle,3.090531781259493e-07,-1.688159590345622e-08,1.1032112964873796e-06,-0.015164772363273989
lh_superiorfrontal <-> right_accumbens_area,3.0802802912289276e-07,-2.0851302788430456e-08,1.7043280733010101e-06,-0.01216295942017703
rh_superiorfrontal <-> rh_temporalpole,3.0654152131316407e-07,-2.0007179365750712e-08,1.7833593216417546e-06,-0.011156258048406538
rh_parstriangularis <-> rh_superiorparietal,3.0585046730297696e-07,-5.023715122080585e-08,2.726037522572637e-06,-0.01836128006518308
lh_bankssts <-> rh_frontalpole,3.040432944380235e-07,-5.2884829987713204e-08,5.458428379415167e-06,-0.009670937665890961
rh_lateraloccipital <-> right_pallidum,3.03621318563556e-07,-1.2322928200289314e-08,1.0595267009920734e-06,-0.011521851851719823
lh_transversetemporal <-> rh_frontalpole,3.0327412306872986e-07,-1.7069350188816996e-09,1.762149084293137e-07,-0.009166478845756026
optic_chiasm <-> rh_parsopercularis,2.9900776498210814e-07,-7.595589925929437e-08,4.973971587574982e-06,-0.015240034563730676
rh_middletemporal <-> right_lateral_ventricle,2.9546609071306017e-07,-1.8318043135612334e-09,8.80162563272108e-08,-0.018688780639061164
lh_lateraloccipital <-> rh_parstriangularis,2.9407086364143904e-07,-1.6840968376811604e-08,1.3718476346004593e-06,-0.012187283138260696
cc_mid_anterior <-> rh_bankssts,2.9348716888033327e-07,-9.11018287957318e-09,2.8086943191099706e-07,-0.03132052350678362
cc_anterior <-> rh_inferiorparietal,2.9023411544754635e-07,-2.5835870136570224e-08,2.1264783936743104e-06,-0.012092736445669248
rh_entorhinal <-> rh_rostralmiddlefrontal,2.892390079568387e-07,-1.4778808741416677e-08,6.192315090286262e-07,-0.023487076742598933
optic_chiasm <-> right_cerebellum_cortex,2.891705911699961e-07,-8.87232977207624e-09,1.3765992788528864e-06,-0.006398625693369891
left_amygdala <-> rh_superiorfrontal,2.8648238613830347e-07,-1.636058718189727e-08,1.2200471320625306e-06,-0.013300780722494758
rh_inferiorparietal <-> right_lateral_ventricle,2.855874416166508e-07,-2.8232881105309675e-08,8.603678324854617e-07,-0.03243787287575482
lh_caudalmiddlefrontal <-> rh_lateraloccipital,2.851771113513378e-07,-3.045090231537079e-08,2.0149372842617913e-06,-0.015037948361186868
lh_posteriorcingulate <-> right_cerebellum_white_matter,2.843414479328908e-07,4.6968868748846396e-08,2.9936330336053536e-06,0.015637352573815655
rh_paracentral <-> rh_parsopercularis,2.8200175427343554e-07,-3.334710376482221e-08,3.4793085029686732e-06,-0.009556937638632636
left_vessel <-> right_choroid_plexus,2.8181526024522517e-07,-3.064578370581744e-08,1.2108883875141791e-06,-0.025101216474189402
cc_central <-> lh_pericalcarine,2.8128167797555425e-07,-1.2892011422782706e-08,1.1304186842060552e-06,-0.011304630133938887
lh_posteriorcingulate <-> optic_chiasm,2.800401016762716e-07,4.199604123719201e-08,5.312607765978298e-06,0.007890125119800768
lh_inferiorparietal <-> rh_caudalanteriorcingulate,2.789828982036079e-07,-3.042748391706409e-08,2.432341230275872e-06,-0.012458326273117533
lh_caudalanteriorcingulate <-> rh_lateraloccipital,2.7771389531398803e-07,-1.471760972203142e-08,1.23476962925935e-06,-0.011823561063896251
lh_lateraloccipital <-> rh_rostralanteriorcingulate,2.767590134708124e-07,-1.786509229398433e-08,6.320216916665446e-07,-0.02782630637854392
rh_rostralmiddlefrontal <-> right_accumbens_area,2.765218851426864e-07,-4.4819807629315425e-08,3.4617745596804696e-06,-0.012909769012605614
lh_rostralanteriorcingulate <-> rh_parsopercularis,2.759796686025217e-07,-5.452570811338942e-08,5.634319425339942e-06,-0.009660280364112364
cc_mid_anterior <-> lh_transversetemporal,2.7479283624395545e-07,-2.2221365299478936e-08,2.032296753493588e-06,-0.010880576126592125
cc_anterior <-> lh_cuneus,2.7429524537756713e-07,-7.763404846407749e-09,6.872758491911922e-07,-0.011133907556690713
cc_anterior <-> optic_chiasm,2.733314016255236e-07,-4.117137774709563e-08,2.2976023594023305e-06,-0.01784162578069084
rh_entorhinal <-> right_lateral_ventricle,2.7129060410902723e-07,-1.7765385393653534e-08,4.723852299434087e-07,-0.036828211750466924
