ROI_Name,Global_Saliency_Mean,Global_Contrib_Mean,Contrib_Std,Robustness_Z_Score
lh_middletemporal_Volume,5.915920349585672e-07,-4.730351882445551e-06,7.777703159854364e-05,-0.0608115746961363
right_hippocampus_Thickness,5.297914099991319e-07,9.974411780055564e-06,8.597536545189888e-05,0.116001272165731
rh_rostralmiddlefrontal_Volume,5.091897924220343e-07,6.5578556793778345e-06,4.4287541980621906e-05,0.1480410737518255
rh_lateraloccipital_Thickness,5.012465276927508e-07,3.6462720392305885e-05,0.0003988188772926,0.09142447417506101
lh_caudalanteriorcingulate_Volume,4.7208964181362296e-07,1.182922054921234e-05,9.846943304890953e-05,0.12011869060352319
rh_lingual_Surface_Area,4.57063463872093e-07,3.4294523018357137e-06,4.081322815169881e-05,0.08400737661146969
rh_entorhinal_Thickness,4.261583938377255e-07,2.1984775342930796e-06,1.9718117482167566e-05,0.11143878965037106
rh_inferiortemporal_Thickness,4.131134294767377e-07,8.114060785224143e-06,8.482247973116008e-05,0.09564804436859746
lh_lingual_Thickness,3.990749962965961e-07,2.5284540689777504e-05,0.0002794754650513583,0.09046817760319383
rh_fusiform_Volume,3.944385822533933e-07,-4.755340142161984e-06,7.592314608865331e-05,-0.06262535384231334
fourth_ventricle_Volume,3.9244416127479617e-07,-1.1568046988856047e-05,0.00012331235286051453,-0.09380332697625586
lh_isthmuscingulate_Volume,3.7175697173736125e-07,7.682458924685303e-07,4.4880365511726785e-05,0.017113825733226434
right_caudate_Volume,3.7013673971756696e-07,2.8704754915421557e-06,2.093698129160526e-05,0.1370352821526857
lh_entorhinal_Thickness,3.1858545306836394e-07,1.9819834037679106e-06,2.6334321112301007e-05,0.07523380068588896
right_ventraldc_Thickness,3.1360696498532215e-07,3.85455574055226e-06,4.629128879939183e-05,0.08324942653870337
cc_central_Volume,3.0664385697986297e-07,6.453893600725647e-06,7.987569341853386e-05,0.08078910408792063
lh_superiorfrontal_Volume,3.051035290673695e-07,1.2308964419270445e-05,0.0001221870093132049,0.10073048831924489
rh_parahippocampal_Volume,2.9786992596891924e-07,-2.0526416247615972e-06,6.104192352436732e-05,-0.03362124411923464
lh_caudalmiddlefrontal_Volume,2.8224834209958206e-07,1.0353477018759307e-05,0.00011506477943818573,0.08997173028970126
rh_lateraloccipital_Surface_Area,2.6026675306286807e-07,3.0928803649038265e-06,5.912158374932925e-05,0.05230504865242866
lh_inferiorparietal_Volume,2.51929431186788e-07,-1.7345815148872317e-07,5.6012277251413286e-05,-0.0030962352835156716
rh_isthmuscingulate_Volume,2.4114617389478665e-07,2.0182711501234216e-06,3.167079956157877e-05,0.0637064461141663
left_ventraldc_Thickness,2.3902267970397963e-07,3.4441371780361507e-06,5.544387324922009e-05,0.06210814459357154
rh_pericalcarine_Surface_Area,2.389085768235272e-07,9.027044756437411e-07,2.1080906705207546e-05,0.042800648083131235
rh_inferiorparietal_Volume,2.1741279421943144e-07,5.3035689653074004e-06,5.0966338145119794e-05,0.10403981843907978
right_cerebellum_cortex_Surface_Area,2.1531389152151138e-07,2.8492173636080356e-06,4.218268885694209e-05,0.06752869847353293
rh_fusiform_Surface_Area,2.1388371123337269e-07,4.732826183304966e-06,7.463669381726222e-05,0.06340302485319838
rh_middletemporal_Volume,2.0319138634255572e-07,-3.0924649571160912e-06,4.069908859794052e-05,-0.07596497646160862
cc_anterior_Volume,2.0139484444237492e-07,9.321392490386139e-07,8.771606406708522e-06,0.10614678065354033
rh_frontalpole_Volume,1.9973371848997922e-07,-2.037097625814683e-06,1.6855547099246173e-05,-0.12078455645863594
right_inf_lat_vent_Thickness,1.944540144745077e-07,2.0100867328260614e-06,3.102799933130876e-05,0.06476212307919085
rh_superiorfrontal_Thickness,1.850344335473446e-07,-4.934439306119165e-06,6.200488431125184e-05,-0.07956862874005026
rh_inferiortemporal_Volume,1.7928149419963682e-07,-4.826633689828007e-06,5.755049579170179e-05,-0.0838532334275661
left_lateral_ventricle_Volume,1.758194912220423e-07,1.0079393657318685e-06,2.690453827053077e-05,0.037449625016806626
lh_transversetemporal_Volume,1.7376179065929243e-07,6.581237717971286e-07,1.7904911473055398e-05,0.0367360884136641
lh_superiortemporal_Volume,1.6865771551556632e-07,3.265363841492626e-07,1.3332952862069865e-05,0.024472572714958063
lh_superiorfrontal_Thickness,1.6775437808440853e-07,-4.221248532592974e-06,5.761292148192853e-05,-0.07325641296956498
lh_posteriorcingulate_Volume,1.6337601573723894e-07,5.511564814127752e-06,6.404936139761374e-05,0.08603839772797146
rh_caudalanteriorcingulate_Volume,1.6192629008169496e-07,4.365704062501948e-06,4.851335854278342e-05,0.08997118488104389
rh_superiorfrontal_Volume,1.6131061603145975e-07,6.448426721407203e-06,7.692836876874616e-05,0.08381288587998603
rh_parsopercularis_Volume,1.573260303583131e-07,1.96351739318726e-06,1.8619265569328226e-05,0.10539961362835759
right_lateral_ventricle_Volume,1.5726885975980398e-07,1.9154435229599556e-06,2.2557940841382562e-05,0.08487453669001248
rh_isthmuscingulate_Thickness,1.5271389449058535e-07,6.539695099940565e-06,0.00011250115413252545,0.05812486015597655
cc_posterior_Volume,1.5151672733849041e-07,8.315490011956625e-07,2.7314751568726063e-05,0.030432079102501095
lh_rostralmiddlefrontal_Volume,1.466483219276815e-07,1.9060734232229737e-06,1.8960517411110198e-05,0.10047556331313716
csf_Volume,1.4392198908496815e-07,2.6079048919282183e-07,1.1950423105705183e-05,0.021804453478608415
rh_lingual_Thickness,1.423656865963392e-07,5.9293509540121914e-06,0.00016555612257526266,0.035812585701624086
cc_central_Thickness,1.3711739088503985e-07,1.9471310245054983e-07,4.036763958570217e-06,0.04811575482137706
rh_rostralanteriorcingulate_Volume,1.3477502518155868e-07,5.289543473532176e-07,5.0203165636348445e-06,0.10515329217591066
left_hippocampus_Volume,1.315264636745378e-07,-1.9540817882866047e-06,3.463492065499497e-05,-0.056403124941343245
rh_inferiorparietal_Surface_Area,1.3061020794041498e-07,5.530195483444321e-06,4.831329351117455e-05,0.1144416094520852
left_ventraldc_Volume,1.292434478280872e-07,-1.1382047873684065e-06,2.3831718005595957e-05,-0.047740049064469894
rh_superiortemporal_Thickness,1.2890122130098694e-07,-9.87596121936899e-07,1.2767078906412676e-05,-0.07729435884138082
lh_corpuscallosum_Thickness,1.2844323452456034e-07,9.813051021422424e-08,1.4372516766687071e-06,0.06780473071560136
rh_insula_Thickness,1.2687476075289043e-07,2.6047491679497903e-08,3.761740460798532e-07,0.06745013535713322
rh_postcentral_Volume,1.2518721672045325e-07,5.1127118049646175e-06,6.0199649972287124e-05,0.08491515574858616
rh_supramarginal_Volume,1.2296245091200424e-07,3.712831213997833e-06,4.19205656596922e-05,0.08854712917853558
lh_frontalpole_Volume,1.212497342771542e-07,-1.1240968380614109e-06,1.1207932648673327e-05,-0.10020534739030998
lh_unknown_Volume,1.201021740733213e-07,-1.609979239737448e-06,2.2388062718651155e-05,-0.0718802898251016
right_cerebral_white_matter_Volume,1.1879576860794995e-07,2.0018473404061195e-06,2.454790639359404e-05,0.08151539094262138
cc_mid_anterior_Volume,1.1638140438612715e-07,2.249290831090282e-06,2.709216011824794e-05,0.08299304635780046
rh_frontalpole_Thickness,1.1325031029384454e-07,-5.231113202634663e-06,9.07171215966427e-05,-0.057657656393986574
right_cerebellum_white_matter_Surface_Area,1.0868630278816986e-07,1.1425262376481744e-06,2.2187251471955038e-05,0.05147151840360466
rh_unknown_Thickness,1.0225224632053693e-07,-4.818106704112736e-07,7.057931690876022e-06,-0.06816855219939971
lh_caudalanteriorcingulate_Thickness,1.0202162557123963e-07,-2.077464074311601e-06,2.9856453536846994e-05,-0.06955844528874448
rh_cuneus_Surface_Area,1.016603596390473e-07,5.498615933810358e-07,7.555831561115989e-06,0.07267695413773251
rh_parsopercularis_Thickness,1.004789679195148e-07,2.2165424307149465e-07,1.8190155023416637e-05,0.012178700828993512
rh_precuneus_Volume,9.958854450411472e-08,2.3115862901992366e-06,3.7904070073977384e-05,0.060969088406728766
rh_superiorparietal_Volume,9.77192915203379e-08,4.302305746370641e-06,5.4884534585397845e-05,0.07837402719350262
left_choroid_plexus_Volume,9.736660650672634e-08,4.77061932665339e-07,9.883835730213979e-06,0.04821809717423127
lh_rostralanteriorcingulate_Volume,9.471898652379699e-08,2.746574496333356e-07,2.982546792349642e-06,0.09178050292663403
right_caudate_Thickness,9.471188522131294e-08,-4.404932450996241e-07,1.3703690216703e-05,-0.03212069385693955
rh_parahippocampal_Surface_Area,9.351393483290409e-08,9.555681722116794e-07,3.055548506999254e-05,0.031262980777942956
rh_parstriangularis_Volume,9.134452526938632e-08,9.818054910327819e-08,6.7294956681223154e-06,0.014567937118450908
right_vessel_Thickness,8.889985279128428e-08,-1.9116838874846037e-07,2.8615334948107835e-06,-0.0665736231508096
right_putamen_Thickness,8.790008723820968e-08,2.6182805524686967e-08,6.841034212043983e-07,0.037721764112983246
rh_parstriangularis_Thickness,8.741864470625961e-08,3.6035932990511326e-08,3.814576241885232e-05,0.0009444427448449146
rh_corpuscallosum_Thickness,8.686995900713695e-08,1.0541573848971662e-07,1.8509879065039885e-06,0.05664504219575953
left_cerebral_white_matter_Volume,8.411041200657421e-08,7.781336720763511e-07,1.8462506147391527e-05,0.042123882155872504
rh_posteriorcingulate_Volume,8.407019664494666e-08,2.5548073543940472e-06,4.132374759457598e-05,0.06180923586830297
lh_cuneus_Thickness,8.246467032631188e-08,6.103595753186399e-06,0.00015542756118304649,0.03926718681592462
left_hippocampus_Thickness,8.130040904167768e-08,1.8110897056086945e-06,4.993715370760881e-05,0.036260118368522734
brain_stem_Volume,7.998983453200388e-08,-2.2194062275344406e-06,3.5099427184875016e-05,-0.06321396859731596
right_pallidum_Thickness,7.841170200963086e-08,-3.386894583909384e-07,5.315057990412444e-06,-0.06360296150778741
rh_parsorbitalis_Thickness,7.479539863069977e-08,1.6355634692758549e-07,4.3451718628907407e-05,0.0037632277803851116
right_amygdala_Thickness,7.427096937029906e-08,-1.7717665877058976e-07,5.789675306456663e-06,-0.030549409994270284
rh_isthmuscingulate_Surface_Area,7.187683572124882e-08,5.659241779039292e-07,5.722465920584545e-06,0.09872264148518853
left_caudate_Thickness,7.147365972179635e-08,-5.865930744946811e-07,1.326149274148554e-05,-0.04419947973606931
lh_medialorbitofrontal_Volume,7.023895047209765e-08,-1.1793069468231475e-06,2.0222961575140744e-05,-0.05828642250139517
rh_precuneus_Surface_Area,7.014990881182708e-08,7.155375538609626e-07,7.392363039625658e-06,0.096663396543862
right_inf_lat_vent_Volume,6.988526816518531e-08,-1.1547277128474991e-06,1.9192581837010018e-05,-0.06013398212015112
rh_supramarginal_Surface_Area,6.985828130499806e-08,3.6982530770493733e-06,4.296896995087549e-05,0.0860479690713025
rh_precentral_Volume,6.862455380714108e-08,2.558360933795988e-06,4.566491488395334e-05,0.0560123853606742
rh_rostralmiddlefrontal_Thickness,6.65330176889767e-08,-9.146745363882593e-07,5.327869039913665e-05,-0.017164515200829147
lh_rostralmiddlefrontal_Surface_Area,6.44421564320612e-08,-1.5611794415814714e-06,3.689816635161506e-05,-0.04229902473909154
rh_superiorparietal_Surface_Area,6.363071622864185e-08,1.37314599284563e-06,1.4539746591354341e-05,0.0943759387302025
lh_precuneus_Volume,6.104495985923694e-08,8.902520011963971e-07,2.897668758885531e-05,0.030712443374822783
right_choroid_plexus_Thickness,6.006117724381569e-08,1.9640129237963986e-07,1.2658065198214484e-05,0.01550365342351742
cc_mid_posterior_Volume,5.933456790732161e-08,1.0208914282588154e-06,2.8914534451159633e-05,0.035294999474672135
lh_corpuscallosum_Volume,5.653366415802165e-08,7.04496035515636e-07,1.6688072786274895e-05,0.04219026018946939
rh_medialorbitofrontal_Volume,5.6475753349621623e-08,-9.035430612674873e-07,1.5483591475755497e-05,-0.05831721216358125
left_amygdala_Thickness,5.62457354332972e-08,3.238205573914402e-07,1.0723796009132494e-05,0.030168316699509496
rh_postcentral_Surface_Area,5.411236549416452e-08,2.3694269495624557e-06,2.8956046196025855e-05,0.08180015089140959
cc_mid_anterior_Thickness,5.3019599873850515e-08,-5.354131281932128e-07,1.1626572874209674e-05,-0.04601123835866294
rh_paracentral_Volume,5.293026511337085e-08,2.6316177211535096e-06,4.5585914521176335e-05,0.057716085942991546
rh_middletemporal_Thickness,5.2393694795938154e-08,-1.0071866247412305e-06,1.92926649479237e-05,-0.05217863064289312
right_accumbens_area_Thickness,5.202412123001383e-08,-6.816493834967093e-09,9.801152829815743e-06,-0.0006947699167677841
lh_caudalmiddlefrontal_Surface_Area,5.176681351214312e-08,-1.1832261836307327e-06,3.436782911712934e-05,-0.03441829266180074
cc_posterior_Thickness,5.1471966400456725e-08,1.7335674620175922e-06,5.162829068652394e-05,0.03357135642892226
right_thalamus_Volume,5.141608544499661e-08,1.960886196827508e-07,5.349327464783228e-06,0.036588288543902614
lh_precentral_Volume,5.0536452273035196e-08,1.3346314902465541e-06,3.628502010326024e-05,0.03677175233543043
left_caudate_Volume,4.951482743420998e-08,3.250053824108925e-07,6.872026014786576e-06,0.04722524758153962
lh_caudalmiddlefrontal_Thickness,4.945436585722483e-08,-4.3135132515015e-07,1.1961761572535849e-05,-0.036030731362016385
lh_isthmuscingulate_Thickness,4.9370536397829085e-08,2.0661178680026923e-06,5.5701681533748315e-05,0.0370859003196862
lh_parsopercularis_Volume,4.833802881727154e-08,3.2108186982856685e-07,8.190270510870625e-06,0.0391550338983241
rh_temporalpole_Thickness,4.2147323680235835e-08,-2.5436538243673922e-08,1.0298365681913778e-05,-0.002467562660131742
lh_pericalcarine_Surface_Area,4.213117260741377e-08,-1.8117838389480994e-07,6.7982909252586235e-06,-0.026611433894906247
right_cerebral_white_matter_Surface_Area,4.211507521649458e-08,1.1971252379294043e-06,1.9881630805703846e-05,0.06018235757654085
lh_unknown_Thickness,4.1962593730047694e-08,1.83592375547408e-07,6.435002845544449e-06,0.028486003799723505
rh_lateralorbitofrontal_Volume,4.077250254572953e-08,-7.255130904252085e-07,1.644094164485373e-05,-0.044101614733535154
rh_lateralorbitofrontal_Thickness,3.966133722434357e-08,-3.254201575973741e-08,2.4249478134321467e-05,-0.001341414501151123
lh_inferiortemporal_Thickness,3.959579399473996e-08,1.1353149146204796e-06,3.656955416790478e-05,0.031036871291794336
rh_cuneus_Thickness,3.9178655101358605e-08,3.014712704869671e-06,8.669624246151427e-05,0.034769269423799466
right_hippocampus_Volume,3.6969624637023435e-08,-5.103028523537316e-07,1.1684175589545483e-05,-0.04363735164109722
lh_paracentral_Volume,3.587851486071067e-08,1.522209711677189e-06,3.870873787082316e-05,0.03931454885631133
lh_cuneus_Surface_Area,3.566885930021602e-08,-6.8228859306421664e-09,3.622288455813673e-06,-0.0018783987047399197
right_choroid_plexus_Volume,3.51906036934799e-08,1.6262945464813526e-07,5.00551568235013e-06,0.032425270888980985
right_ventraldc_Volume,3.50997444169895e-08,-2.4958642804929775e-07,8.966987903884386e-06,-0.027802914599149735
lh_precentral_Surface_Area,3.376989992977528e-08,-1.1436916306065064e-06,3.1756198822196234e-05,-0.03600341473048283
lh_parstriangularis_Surface_Area,3.248012485817846e-08,-7.486973526682234e-07,3.7060430367838786e-05,-0.02019661884793685
rh_caudalmiddlefrontal_Volume,3.192593277752112e-08,9.43233585650056e-07,3.403297943223471e-05,0.02770713966230947
rh_bankssts_Thickness,3.1876477156233345e-08,-2.762824346411455e-07,2.957964993310193e-05,-0.009337130897654467
rh_caudalanteriorcingulate_Thickness,3.1689504908810927e-08,-6.481517527973164e-07,1.718098943515695e-05,-0.03770299291044844
rh_bankssts_Surface_Area,3.111797948141065e-08,1.6936614219651275e-06,2.3197510602630982e-05,0.07297902179017515
rh_corpuscallosum_Volume,3.10955488926884e-08,4.345382256680805e-07,1.0392348326991742e-05,0.041773089307205
left_accumbens_area_Thickness,3.107461771945596e-08,-1.4810224608178638e-07,9.648871728268929e-06,-0.015333286355623794
lh_isthmuscingulate_Surface_Area,3.085761426355225e-08,-1.6509940841241543e-07,3.709421738751383e-06,-0.0443884614353627
lh_temporalpole_Thickness,3.077730419950177e-08,-2.593745847753893e-07,1.0324526512364145e-05,-0.02509786824438213
rh_rostralanteriorcingulate_Thickness,3.0416498198694976e-08,-1.0639176777457602e-06,2.6430415714850343e-05,-0.04023831127391115
lh_rostralanteriorcingulate_Thickness,2.9561831742070394e-08,-2.5998069077956036e-07,1.9738244007137188e-05,-0.01316474977145315
left_thalamus_Thickness,2.9128337570674895e-08,5.245321456263145e-07,1.836076043155686e-05,0.02855255489180979
lh_posteriorcingulate_Thickness,2.8832489141940087e-08,4.66442646809517e-07,1.4791755347721443e-05,0.031512657509321716
rh_superiortemporal_Volume,2.8271084280764243e-08,-1.9876565176523587e-07,4.189572492701396e-06,-0.047329972779533776
rh_precentral_Surface_Area,2.794612809362859e-08,1.1188309121934345e-06,2.1857988689131383e-05,0.05116295458619406
fourth_ventricle_Surface_Area,2.7159492668332543e-08,2.5519986876114184e-09,3.237689764929829e-07,0.007646003275757029
left_inf_lat_vent_Thickness,2.664219827091939e-08,4.3172267703156333e-07,2.1877754553462424e-05,0.019724393197897455
cc_posterior_Surface_Area,2.6378027146659472e-08,1.4253461806257473e-08,2.2110607427690968e-07,0.06167497695962363
right_accumbens_area_Volume,2.48804206613941e-08,-2.1659440504111678e-07,6.235351769093887e-06,-0.034680897577774324
lh_lingual_Surface_Area,2.4722450804473352e-08,-1.6736502324290702e-07,5.652812538034339e-06,-0.02955510572154704
third_ventricle_Volume,2.4337433568236404e-08,-9.297288469521133e-08,3.0590551192501856e-06,-0.030293651004197654
rh_caudalmiddlefrontal_Thickness,2.3062393518997076e-08,-2.519981070476247e-07,6.706837878754584e-06,-0.0375173722511149
left_lateral_ventricle_Surface_Area,2.2686945590237216e-08,-3.115571558219664e-07,8.360508818262785e-06,-0.03722081447930748
rh_transversetemporal_Thickness,2.214034077539342e-08,-2.6931334735203466e-07,1.1274602326813472e-05,-0.02386555941914906
lh_superiorparietal_Volume,2.1355853491104937e-08,4.0637619230359505e-07,2.114667627328399e-05,0.019207941127158738
lh_rostralmiddlefrontal_Thickness,2.0969805584687076e-08,-4.344259800558582e-07,2.1822857418132197e-05,-0.01989780685761577
lh_supramarginal_Volume,2.0631072708398646e-08,1.2521143000501414e-07,1.1746877086662836e-05,0.010650058606724376
rh_unknown_Volume,2.0117072714437156e-08,-2.3699808641961338e-07,5.502301883294289e-06,-0.04299439534287216
rh_pericalcarine_Thickness,1.964028567445904e-08,1.5625521633948447e-06,6.551460940306715e-05,0.023846798594143213
rh_transversetemporal_Surface_Area,1.9191316614111094e-08,8.733470792563746e-07,1.5217504731957796e-05,0.057353262706495226
right_amygdala_Volume,1.9145801335507167e-08,-3.9704334531631236e-07,9.429275086403088e-06,-0.042062906492495174
lh_bankssts_Thickness,1.8096905227793377e-08,-2.2475381566242973e-07,2.6662688171933074e-05,-0.008426365359713982
rh_inferiortemporal_Surface_Area,1.7933124845112547e-08,9.049326247426752e-07,2.3395364123550707e-05,0.03866347132929767
right_lateral_ventricle_Thickness,1.774819583651005e-08,-4.665408572493808e-09,7.431971521957261e-06,-0.0006269049214618321
lh_parahippocampal_Surface_Area,1.6886464094200624e-08,-4.0131042842131477e-07,1.4116991546196014e-05,-0.028407352486126174
left_amygdala_Volume,1.6569103864386284e-08,-3.4191597570610243e-07,7.1898801854145955e-06,-0.04748912022157681
left_cerebellum_cortex_Surface_Area,1.64044694492552e-08,-2.2288259401222455e-07,1.2375984003512528e-05,-0.017994742601719613
left_caudate_Surface_Area,1.623494390276235e-08,-1.6193091196260042e-07,6.034289742500596e-06,-0.026790726265813927
left_thalamus_Surface_Area,1.586950962882668e-08,-1.8650635995365607e-07,3.980695763237557e-06,-0.046735299060319216
csf_Surface_Area,1.5397440816155546e-08,9.023824798171515e-09,1.953381072841219e-07,0.04394617695431196
right_thalamus_Surface_Area,1.5104330792512265e-08,1.8870652829480448e-07,3.782060278885112e-06,0.049763588766127236
lh_parstriangularis_Thickness,1.4988622096121813e-08,-4.6388325582289796e-07,1.547552878924271e-05,-0.02995591962898564
third_ventricle_Thickness,1.4887154954150683e-08,1.6549975690950748e-07,7.524619781419539e-06,0.021965243331539014
rh_inferiorparietal_Thickness,1.4589021207080968e-08,-9.441977862878232e-07,4.049774407919301e-05,-0.023309068617642786
right_lateral_ventricle_Surface_Area,1.427079033089016e-08,2.16653124165062e-07,5.9742842969802834e-06,0.03620368174593357
lh_lateraloccipital_Surface_Area,1.36759581437218e-08,1.5464090112241836e-07,8.84216309210207e-06,0.017469278357556413
lh_parsopercularis_Surface_Area,1.363162446575294e-08,-1.6466184727536263e-07,1.9950813277411494e-05,-0.008249255427969008
lh_precuneus_Surface_Area,1.3503704445774724e-08,-1.306895908047419e-07,3.380981386970908e-06,-0.038540344487553835
wm_hypointensities_Thickness,1.3372502213342126e-08,-2.7535774047754196e-08,8.076056944904418e-06,-0.0034053401101888587
lh_fusiform_Surface_Area,1.3276368197571327e-08,-4.341649087501275e-07,1.607533928516475e-05,-0.026991342927441434
left_cerebellum_white_matter_Surface_Area,1.3082773295331521e-08,-1.3324213899337228e-07,5.7607127835551895e-06,-0.02308937283676163
optic_chiasm_Thickness,1.2845790306460088e-08,2.084253699135349e-09,9.845649446974271e-08,0.019217417171055774
rh_medialorbitofrontal_Thickness,1.2761539801261036e-08,-8.13758826675286e-08,1.2082968384861573e-05,-0.006729190061341594
rh_parsorbitalis_Volume,1.2682468822615791e-08,-1.4438175873287315e-07,3.744163758810842e-06,-0.03845909981790648
third_ventricle_Surface_Area,1.2657511895204731e-08,7.381918026163639e-09,1.9733527371419264e-07,0.03560377302870065
lh_posteriorcingulate_Surface_Area,1.1968344350034283e-08,-6.733897660605988e-08,1.684033437629646e-06,-0.03975067735397423
lh_medialorbitofrontal_Surface_Area,1.1712955661726377e-08,-5.828683413043034e-08,2.5570602866061056e-06,-0.02270567404846226
lh_parsopercularis_Thickness,1.1663456753217105e-08,-1.7498810364636296e-07,8.13559931337119e-06,-0.021482532704391183
lh_parsorbitalis_Thickness,1.1422832749099398e-08,-4.621722466036135e-07,7.790854855210093e-06,-0.05924635891602758
rh_temporalpole_Volume,1.137700300344133e-08,-4.016140531787774e-07,1.2232732712917128e-05,-0.032804281739732856
lh_lateralorbitofrontal_Thickness,1.0979956145627525e-08,-3.4730155948296186e-07,1.233774570152179e-05,-0.028126717854268648
right_hippocampus_Surface_Area,1.0793720089670783e-08,2.9945711389274797e-07,8.19049696470212e-06,0.03651694710475704
lh_postcentral_Volume,1.0776951605774312e-08,1.5671436305590365e-07,1.4868420343755438e-05,0.01053299741740914
right_putamen_Volume,1.0544805286627615e-08,-2.3716605459215107e-08,1.0295142741130985e-06,-0.022815083977033256
lh_parsorbitalis_Surface_Area,1.0508100256268332e-08,6.29550406765123e-08,1.2720487453957429e-05,0.004945218390434998
right_cerebral_white_matter_Thickness,9.958023809453875e-09,-9.468893769279136e-08,6.931572326596424e-06,-0.013640848677754688
lh_medialorbitofrontal_Thickness,9.721888349038513e-09,2.3627884702398162e-07,1.3654214282964475e-05,0.01729179901097983
rh_middletemporal_Surface_Area,9.40644954919727e-09,5.483317028357009e-07,1.3074939208408519e-05,0.041905559827388215
rh_caudalmiddlefrontal_Surface_Area,9.295758173365006e-09,3.344340372987812e-07,1.0466241268485375e-05,0.03192309424037661
right_vessel_Volume,9.096770563122205e-09,-9.498720630992043e-08,3.4240556325341813e-06,-0.027660357453156363
lh_caudalanteriorcingulate_Surface_Area,8.94559127530723e-09,-4.653086332918872e-08,1.2919120291801014e-06,-0.035740405101327956
left_cerebral_white_matter_Surface_Area,8.700584952295569e-09,-1.5256036659024659e-07,5.597083742300913e-06,-0.027208505098524207
lh_entorhinal_Surface_Area,8.45598470844921e-09,-1.273089175865539e-07,7.6089281354582976e-06,-0.01670955747621
lh_frontalpole_Thickness,8.261820757281575e-09,-3.407702147188921e-07,1.1360002586087002e-05,-0.029970988321135334
left_lateral_ventricle_Thickness,8.086966707107987e-09,3.47040318200506e-08,4.98392866099653e-06,0.006949244607976733
cc_mid_posterior_Surface_Area,7.826504520125219e-09,4.745859073852345e-09,1.2027213442001644e-07,0.036430347095956835
